InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
55263,2/24/2015,United States,2223,US9,Male,10,43,9.5,129,0,2015,2,129
55264,2/24/2015,United States,2237,US12,Male,9.5,42-43,9,159,0,2015,2,159
55265,2/24/2015,United States,2198,US13,Male,11,44,10.5,139,0,2015,2,139
55266,2/24/2015,United Kingdom,2202,UK1,Female,10.5,41,8.5,159,0.2,2015,2,127.2
55267,2/24/2015,United States,2234,US14,Male,9,42,8.5,149,0,2015,2,149
55268,2/25/2015,Canada,2147,CAN7,Male,8.5,41-42,8,159,0.3,2015,2,111.3
55269,2/25/2015,Germany,2189,GER1,Male,9.5,42-43,9,169,0,2015,2,169
55270,2/25/2015,United States,2161,US14,Female,6.5,37,4.5,179,0,2015,2,179
55271,2/25/2015,United States,2239,US15,Female,9.5,40,7.5,199,0,2015,2,199
55272,2/25/2015,Germany,2192,GER2,Male,10.5,43-44,10,139,0,2015,2,139
55273,2/25/2015,United States,2166,US1,Male,10.5,43-44,10,129,0,2015,2,129
55274,2/26/2015,Canada,2150,CAN3,Male,8.5,41-42,8,169,0,2015,2,169
55275,2/26/2015,United States,2199,US7,Female,8,38-39,6,129,0.3,2015,2,90.3
55275,2/26/2015,United States,2147,US15,Female,9.5,40,7.5,159,0,2015,2,159
55276,2/26/2015,United States,2230,US13,Female,7.5,38,5.5,199,0.3,2015,2,139.3
55277,2/26/2015,Germany,2240,GER1,Male,10.5,43-44,10,159,0,2015,2,159
55278,2/26/2015,Canada,2232,CAN6,Male,8,41,7.5,159,0.1,2015,2,143.1
55279,2/26/2015,United States,2222,US14,Female,7.5,38,5.5,179,0,2015,2,179
55280,2/26/2015,United Kingdom,2235,UK5,Male,10,43,9.5,139,0.1,2015,2,125.1
55281,2/26/2015,United States,2156,US6,Male,14,47,13.5,129,0.2,2015,2,103.2
55282,2/27/2015,Canada,2229,CAN7,Female,7,37-38,5,149,0,2015,2,149
55283,2/27/2015,United States,2213,US15,Male,10,43,9.5,129,0,2015,2,129
55284,2/27/2015,United States,2172,US10,Female,8,38-39,6,169,0.2,2015,2,135.2
55285,2/27/2015,United States,2229,US6,Female,8,38-39,6,179,0.2,2015,2,143.2
55286,2/27/2015,Canada,2209,CAN1,Female,8,38-39,6,139,0.3,2015,2,97.3
55287,2/27/2015,Canada,2173,CAN5,Female,7.5,38,5.5,159,0.1,2015,2,143.1
55288,2/27/2015,United States,2197,US10,Male,10,43,9.5,149,0,2015,2,149
55289,2/27/2015,Germany,2205,GER1,Female,9,39-40,7,199,0,2015,2,199
55290,2/27/2015,United States,2151,US15,Male,9.5,42-43,9,129,0.1,2015,2,116.1
55291,2/28/2015,United States,2194,US12,Male,9.5,42-43,9,179,0.3,2015,2,125.3
55292,2/28/2015,United States,2154,US12,Male,14,47,13.5,129,0,2015,2,129
55293,2/28/2015,Canada,2180,CAN7,Male,12,45,11.5,189,0.3,2015,2,132.3
55294,2/28/2015,Germany,2158,GER1,Female,8,38-39,6,179,0.3,2015,2,125.3
55295,2/28/2015,Germany,2212,GER1,Male,8,41,7.5,169,0.1,2015,2,152.1
55296,2/28/2015,United Kingdom,2167,UK4,Female,8.5,39,6.5,169,0.2,2015,2,135.2
55297,2/28/2015,Canada,2215,CAN1,Female,7.5,38,5.5,139,0,2015,2,139
55298,2/28/2015,Germany,2198,GER2,Male,11.5,44-45,11,139,0.2,2015,2,111.2
55299,2/28/2015,Germany,2189,GER1,Female,9,39-40,7,179,0,2015,2,179
55300,2/28/2015,Canada,2216,CAN2,Male,9.5,42-43,9,199,0,2015,2,199
55301,3/1/2015,United Kingdom,2207,UK1,Female,8,38-39,6,169,0.2,2015,3,135.2
55302,3/1/2015,United States,2172,US12,Male,10,43,9.5,159,0.5,2015,3,79.5
55303,3/1/2015,Germany,2200,GER2,Female,7.5,38,5.5,149,0,2015,3,149
55304,3/1/2015,Canada,2171,CAN7,Female,8,38-39,6,179,0.3,2015,3,125.3
55305,3/1/2015,Germany,2165,GER3,Female,8.5,39,6.5,149,0,2015,3,149
55306,3/1/2015,United States,2188,US10,Male,8.5,41-42,8,169,0,2015,3,169
55307,3/1/2015,United States,2169,US3,Female,10,40-41,8,169,0.3,2015,3,118.3
55308,3/1/2015,United Kingdom,2214,UK4,Male,9.5,42-43,9,159,0.5,2015,3,79.5
55309,3/1/2015,United States,2159,US1,Female,7.5,38,5.5,199,0,2015,3,199
55310,3/2/2015,Germany,2160,GER1,Male,11,44,10.5,129,0,2015,3,129
55311,3/2/2015,United Kingdom,2217,UK1,Male,9,42,8.5,149,0.3,2015,3,104.3
55312,3/2/2015,United Kingdom,2194,UK1,Female,7.5,38,5.5,199,0,2015,3,199
55313,3/2/2015,Germany,2222,GER1,Male,10.5,43-44,10,189,0.3,2015,3,132.3
55314,3/2/2015,United States,2167,US14,Female,6.5,37,4.5,159,0.5,2015,3,79.5
55315,3/2/2015,United States,2164,US12,Female,7,37-38,5,189,0.2,2015,3,151.2
55316,3/2/2015,Germany,2210,GER3,Female,8.5,39,6.5,129,0,2015,3,129
55317,3/2/2015,Canada,2152,CAN6,Male,9,42,8.5,159,0,2015,3,159
55318,3/2/2015,Germany,2161,GER3,Male,8,41,7.5,179,0,2015,3,179
55319,3/3/2015,Germany,2241,GER2,Female,8,38-39,6,129,0,2015,3,129
55320,3/3/2015,United States,2201,US10,Female,10.5,41,8.5,179,0,2015,3,179
55321,3/3/2015,Germany,2186,GER1,Male,8.5,41-42,8,159,0,2015,3,159
55322,3/3/2015,United Kingdom,2167,UK4,Female,8.5,39,6.5,169,0.2,2015,3,135.2
55323,3/3/2015,United States,2169,US12,Female,7,37-38,5,169,0,2015,3,169
55324,3/3/2015,Canada,2205,CAN3,Male,10,43,9.5,159,0,2015,3,159
55325,3/3/2015,United Kingdom,2148,UK5,Female,10,40-41,8,129,0.3,2015,3,90.3
55326,3/3/2015,United States,2155,US15,Female,7.5,38,5.5,199,0,2015,3,199
55327,3/3/2015,United States,2239,US14,Male,9,42,8.5,179,0,2015,3,179
55328,3/4/2015,United States,2223,US7,Male,10.5,43-44,10,159,0,2015,3,159
55329,3/4/2015,Germany,2227,GER3,Male,10,43,9.5,159,0,2015,3,159
55330,3/4/2015,Germany,2222,GER1,Male,10,43,9.5,159,0,2015,3,159
55331,3/4/2015,United States,2226,US15,Male,10.5,43-44,10,179,0,2015,3,179
55332,3/4/2015,United States,2191,US11,Male,10.5,43-44,10,199,0.1,2015,3,179.1
55333,3/4/2015,Germany,2174,GER2,Male,10.5,43-44,10,189,0,2015,3,189
55334,3/4/2015,Canada,2160,CAN5,Male,11.5,44-45,11,189,0.2,2015,3,151.2
55335,3/4/2015,Germany,2158,GER3,Male,10.5,43-44,10,149,0,2015,3,149
55336,3/4/2015,United States,2177,US15,Female,9.5,40,7.5,179,0.3,2015,3,125.3
55337,3/4/2015,Germany,2175,GER2,Female,9,39-40,7,129,0.1,2015,3,116.1
55338,3/4/2015,Canada,2150,CAN3,Male,8.5,41-42,8,169,0,2015,3,169
55338,3/4/2015,Canada,2157,CAN6,Female,9,39-40,7,159,0,2015,3,159
55339,3/5/2015,United States,2212,US14,Female,6.5,37,4.5,129,0,2015,3,129
55340,3/5/2015,Canada,2180,CAN2,Male,10.5,43-44,10,149,0,2015,3,149
55341,3/5/2015,Germany,2158,GER1,Female,8,38-39,6,179,0.3,2015,3,125.3
55342,3/5/2015,United States,2173,US5,Male,9.5,42-43,9,179,0,2015,3,179
55343,3/5/2015,Germany,2241,GER1,Male,8.5,41-42,8,199,0.1,2015,3,179.1
55344,3/5/2015,Germany,2202,GER1,Male,14,47,13.5,199,0.2,2015,3,159.2
55345,3/5/2015,Canada,2152,CAN6,Male,9,42,8.5,159,0,2015,3,159
55346,3/6/2015,Germany,2178,GER1,Male,8,41,7.5,159,0,2015,3,159
55347,3/6/2015,Canada,2241,CAN2,Male,10.5,43-44,10,129,0.3,2015,3,90.3
55348,3/6/2015,Germany,2220,GER2,Female,10,40-41,8,129,0,2015,3,129
55349,3/6/2015,Canada,2204,CAN5,Female,9,39-40,7,139,0,2015,3,139
55350,3/6/2015,United States,2180,US2,Female,7.5,38,5.5,169,0.2,2015,3,135.2
55351,3/6/2015,Germany,2148,GER2,Male,8,41,7.5,149,0,2015,3,149
55352,3/6/2015,United States,2209,US9,Male,9.5,42-43,9,139,0,2015,3,139
55353,3/7/2015,United States,2226,US3,Male,10,43,9.5,199,0,2015,3,199
55354,3/7/2015,Canada,2180,CAN2,Male,10.5,43-44,10,149,0,2015,3,149
55355,3/7/2015,Germany,2154,GER1,Male,10,43,9.5,199,0,2015,3,199
55356,3/7/2015,Germany,2215,GER2,Female,7.5,38,5.5,129,0.3,2015,3,90.3
55357,3/7/2015,Germany,2182,GER2,Male,10.5,43-44,10,149,0.1,2015,3,134.1
55358,3/7/2015,Germany,2224,GER1,Male,11,44,10.5,189,0,2015,3,189
55359,3/7/2015,Germany,2156,GER1,Male,10,43,9.5,169,0,2015,3,169
55360,3/7/2015,United States,2197,US1,Female,10,40-41,8,159,0.3,2015,3,111.3
55361,3/7/2015,Germany,2157,GER1,Male,10.5,43-44,10,129,0.1,2015,3,116.1
55362,3/7/2015,Canada,2201,CAN6,Female,9,39-40,7,199,0,2015,3,199
55363,3/7/2015,Germany,2213,GER2,Male,10.5,43-44,10,139,0.5,2015,3,69.5
55364,3/7/2015,United States,2231,US14,Female,7.5,38,5.5,199,0,2015,3,199
55365,3/8/2015,Germany,2209,GER2,Female,7.5,38,5.5,169,0,2015,3,169
55366,3/8/2015,Germany,2158,GER2,Female,7.5,38,5.5,129,0,2015,3,129
55367,3/8/2015,Germany,2218,GER2,Female,7.5,38,5.5,139,0.3,2015,3,97.3
55368,3/8/2015,United Kingdom,2225,UK5,Female,7.5,38,5.5,169,0.1,2015,3,152.1
55369,3/8/2015,Canada,2242,CAN5,Male,10,43,9.5,199,0,2015,3,199
55370,3/8/2015,United Kingdom,2155,UK2,Male,9.5,42-43,9,189,0,2015,3,189
55371,3/8/2015,Canada,2220,CAN6,Male,8.5,41-42,8,179,0,2015,3,179
55372,3/8/2015,Germany,2223,GER1,Female,8,38-39,6,149,0.2,2015,3,119.2
55373,3/8/2015,Germany,2211,GER3,Male,9.5,42-43,9,159,0,2015,3,159
55374,3/8/2015,United States,2228,US10,Female,7.5,38,5.5,159,0.3,2015,3,111.3
55375,3/8/2015,United States,2224,US14,Female,7.5,38,5.5,159,0,2015,3,159
55376,3/8/2015,United States,2222,US13,Male,11,44,10.5,139,0.3,2015,3,97.3
55376,3/8/2015,United States,2212,US5,Male,11.5,44-45,11,139,0.2,2015,3,111.2
55377,3/8/2015,Germany,2167,GER2,Male,12,45,11.5,159,0.2,2015,3,127.2
55378,3/9/2015,Germany,2210,GER1,Male,10.5,43-44,10,199,0,2015,3,199
55379,3/9/2015,Germany,2210,GER1,Female,9.5,40,7.5,189,0.5,2015,3,94.5
55380,3/9/2015,United States,2212,US5,Male,9.5,42-43,9,149,0,2015,3,149
55380,3/9/2015,United States,2187,US7,Male,9,42,8.5,199,0,2015,3,199
55380,3/9/2015,United States,2196,US9,Female,10,40-41,8,199,0,2015,3,199
55381,3/9/2015,United States,2155,US15,Female,7.5,38,5.5,199,0,2015,3,199
55382,3/9/2015,Germany,2200,GER2,Female,7.5,38,5.5,149,0,2015,3,149
55383,3/9/2015,Germany,2176,GER1,Female,8,38-39,6,199,0.1,2015,3,179.1
55383,3/9/2015,Germany,2170,GER1,Male,11.5,44-45,11,169,0,2015,3,169
55384,3/9/2015,United Kingdom,2238,UK3,Female,7.5,38,5.5,139,0.2,2015,3,111.2
55385,3/9/2015,Germany,2198,GER1,Male,7,40,6.5,169,0,2015,3,169
55386,3/9/2015,United States,2152,US15,Male,9.5,42-43,9,199,0,2015,3,199
55386,3/9/2015,United States,2167,US3,Male,10,43,9.5,199,0,2015,3,199
55387,3/9/2015,United States,2154,US15,Male,11,44,10.5,189,0,2015,3,189
55388,3/9/2015,Germany,2154,GER1,Female,9,39-40,7,139,0,2015,3,139
55389,3/9/2015,United States,2207,US12,Male,9.5,42-43,9,129,0.1,2015,3,116.1
55390,3/9/2015,Germany,2180,GER3,Female,10.5,41,8.5,199,0.2,2015,3,159.2
55391,3/9/2015,United States,2218,US12,Female,7.5,38,5.5,129,0,2015,3,129
55392,3/9/2015,Germany,2148,GER1,Female,8.5,39,6.5,199,0.5,2015,3,99.5
55392,3/9/2015,Germany,2236,GER1,Female,10.5,41,8.5,149,0,2015,3,149
55393,3/10/2015,Canada,2232,CAN7,Female,10.5,41,8.5,169,0,2015,3,169
55394,3/10/2015,United States,2196,US9,Female,10,40-41,8,199,0,2015,3,199
55395,3/10/2015,United States,2191,US8,Female,8.5,39,6.5,149,0,2015,3,149
55396,3/10/2015,Germany,2158,GER3,Male,10.5,43-44,10,149,0,2015,3,149
55397,3/10/2015,Germany,2223,GER2,Male,9.5,42-43,9,169,0.1,2015,3,152.1
55398,3/10/2015,Germany,2193,GER3,Male,10.5,43-44,10,129,0,2015,3,129
55399,3/10/2015,United States,2219,US14,Male,11.5,44-45,11,149,0.1,2015,3,134.1
55400,3/10/2015,United States,2189,US7,Male,10,43,9.5,139,0.2,2015,3,111.2
55401,3/10/2015,United Kingdom,2171,UK1,Female,8.5,39,6.5,199,0,2015,3,199
55402,3/10/2015,Germany,2187,GER2,Female,8.5,39,6.5,199,0,2015,3,199
55403,3/10/2015,United States,2214,US13,Female,7.5,38,5.5,179,0,2015,3,179
55404,3/10/2015,United States,2239,US12,Male,9,42,8.5,179,0,2015,3,179
55405,3/10/2015,Germany,2198,GER1,Male,10.5,43-44,10,189,0,2015,3,189
55405,3/10/2015,Germany,2200,GER1,Female,10.5,41,8.5,149,0.1,2015,3,134.1
55406,3/10/2015,Germany,2195,GER1,Female,9,39-40,7,139,0.2,2015,3,111.2
55407,3/11/2015,Canada,2241,CAN1,Female,8.5,39,6.5,179,0,2015,3,179
55408,3/11/2015,United States,2166,US4,Female,9,39-40,7,159,0,2015,3,159
55408,3/11/2015,United States,2173,US7,Female,9.5,40,7.5,199,0,2015,3,199
55408,3/11/2015,United States,2168,US13,Male,11,44,10.5,139,0,2015,3,139
55409,3/11/2015,United States,2195,US12,Male,14,47,13.5,129,0,2015,3,129
55410,3/11/2015,Germany,2151,GER2,Male,11,44,10.5,129,0,2015,3,129
55411,3/11/2015,Germany,2202,GER1,Male,14,47,13.5,199,0.2,2015,3,159.2
55411,3/11/2015,Germany,2193,GER3,Male,10.5,43-44,10,129,0,2015,3,129
55412,3/11/2015,United States,2149,US12,Male,9,42,8.5,169,0,2015,3,169
55413,3/11/2015,United States,2177,US15,Female,9.5,40,7.5,179,0.3,2015,3,125.3
55414,3/11/2015,United States,2201,US14,Male,9.5,42-43,9,199,0.1,2015,3,179.1
55415,3/11/2015,United States,2211,US12,Male,9.5,42-43,9,139,0.1,2015,3,125.1
55416,3/11/2015,United States,2151,US15,Male,9.5,42-43,9,129,0.1,2015,3,116.1
55417,3/11/2015,Canada,2204,CAN6,Female,10,40-41,8,159,0,2015,3,159
55418,3/11/2015,United States,2180,US2,Female,7.5,38,5.5,169,0.2,2015,3,135.2
55419,3/11/2015,Canada,2232,CAN3,Male,8.5,41-42,8,169,0.2,2015,3,135.2
55420,3/11/2015,Germany,2154,GER3,Female,9,39-40,7,169,0,2015,3,169
55421,3/12/2015,Canada,2175,CAN5,Female,9.5,40,7.5,169,0.2,2015,3,135.2
55422,3/12/2015,United States,2222,US8,Male,10,43,9.5,139,0,2015,3,139
55423,3/12/2015,Germany,2211,GER2,Male,9.5,42-43,9,179,0,2015,3,179
55424,3/12/2015,United States,2218,US12,Female,8.5,39,6.5,179,0.5,2015,3,89.5
55425,3/12/2015,Germany,2215,GER1,Female,8.5,39,6.5,169,0,2015,3,169
55426,3/12/2015,Canada,2197,CAN2,Female,10,40-41,8,169,0.5,2015,3,84.5
55427,3/13/2015,Canada,2187,CAN5,Male,11,44,10.5,169,0,2015,3,169
55427,3/13/2015,Canada,2157,CAN7,Male,9,42,8.5,179,0,2015,3,179
55427,3/13/2015,Canada,2214,CAN6,Female,9.5,40,7.5,159,0.3,2015,3,111.3
55428,3/13/2015,Germany,2168,GER2,Female,8,38-39,6,179,0,2015,3,179
55429,3/13/2015,United States,2167,US3,Male,10,43,9.5,199,0,2015,3,199
55430,3/13/2015,United States,2192,US14,Male,9.5,42-43,9,199,0,2015,3,199
55431,3/13/2015,Germany,2237,GER2,Male,11.5,44-45,11,139,0.2,2015,3,111.2
55432,3/13/2015,Germany,2200,GER1,Male,10.5,43-44,10,199,0,2015,3,199
55433,3/13/2015,Canada,2190,CAN2,Male,6.5,39,6,199,0,2015,3,199
55434,3/14/2015,Canada,2206,CAN6,Male,9.5,42-43,9,139,0.1,2015,3,125.1
55434,3/14/2015,Canada,2217,CAN5,Female,9.5,40,7.5,199,0,2015,3,199
55435,3/14/2015,United States,2178,US15,Female,9.5,40,7.5,149,0.1,2015,3,134.1
55436,3/14/2015,United States,2189,US7,Male,10,43,9.5,139,0.2,2015,3,111.2
55437,3/14/2015,Germany,2208,GER1,Male,9,42,8.5,129,0.1,2015,3,116.1
55438,3/14/2015,Germany,2205,GER1,Female,9,39-40,7,199,0,2015,3,199
55439,3/14/2015,Canada,2168,CAN7,Male,10,43,9.5,139,0,2015,3,139
55440,3/14/2015,United States,2202,US1,Male,7.5,40-41,7,199,0.5,2015,3,99.5
55441,3/14/2015,Germany,2234,GER1,Male,10,43,9.5,179,0,2015,3,179
55442,3/14/2015,Germany,2193,GER1,Male,8.5,41-42,8,159,0.3,2015,3,111.3
55443,3/15/2015,Germany,2170,GER1,Male,11.5,44-45,11,169,0,2015,3,169
55444,3/15/2015,United Kingdom,2149,UK1,Female,8,38-39,6,149,0.1,2015,3,134.1
55445,3/15/2015,Germany,2241,GER2,Female,8,38-39,6,129,0,2015,3,129
55445,3/15/2015,Germany,2167,GER2,Male,12,45,11.5,159,0.2,2015,3,127.2
55446,3/15/2015,Germany,2189,GER1,Female,9,39-40,7,179,0,2015,3,179
55447,3/15/2015,Germany,2215,GER2,Male,10,43,9.5,179,0,2015,3,179
55447,3/15/2015,Germany,2183,GER2,Male,9.5,42-43,9,139,0,2015,3,139
55447,3/15/2015,Germany,2182,GER2,Female,9,39-40,7,199,0.5,2015,3,99.5
55448,3/15/2015,United States,2149,US12,Male,9,42,8.5,169,0,2015,3,169
55449,3/15/2015,Canada,2213,CAN5,Male,14,47,13.5,149,0.2,2015,3,119.2
55450,3/15/2015,United States,2173,US12,Female,8,38-39,6,149,0.2,2015,3,119.2
55451,3/15/2015,United States,2152,US15,Male,9.5,42-43,9,199,0,2015,3,199
55452,3/16/2015,Canada,2241,CAN6,Male,9,42,8.5,199,0,2015,3,199
55453,3/16/2015,Germany,2237,GER2,Male,11.5,44-45,11,139,0.2,2015,3,111.2
55454,3/16/2015,United Kingdom,2224,UK5,Female,7.5,38,5.5,199,0.2,2015,3,159.2
55455,3/16/2015,Germany,2200,GER1,Female,7,37-38,5,189,0.1,2015,3,170.1
55456,3/16/2015,Germany,2219,GER1,Male,9.5,42-43,9,159,0,2015,3,159
55457,3/16/2015,United States,2238,US15,Female,7.5,38,5.5,179,0,2015,3,179
55458,3/16/2015,Germany,2150,GER2,Female,9.5,40,7.5,139,0.2,2015,3,111.2
55459,3/16/2015,United Kingdom,2205,UK3,Male,9.5,42-43,9,199,0.2,2015,3,159.2
55460,3/17/2015,Canada,2147,CAN3,Male,9.5,42-43,9,199,0.3,2015,3,139.3
55461,3/17/2015,United States,2149,US11,Male,9.5,42-43,9,149,0.1,2015,3,134.1
55462,3/17/2015,Germany,2208,GER1,Male,9,42,8.5,129,0.1,2015,3,116.1
55463,3/17/2015,Germany,2205,GER1,Female,7,37-38,5,199,0,2015,3,199
55463,3/17/2015,Germany,2187,GER2,Male,8,41,7.5,169,0,2015,3,169
55464,3/17/2015,Germany,2158,GER3,Male,9.5,42-43,9,139,0.5,2015,3,69.5
55465,3/17/2015,Canada,2185,CAN6,Female,10.5,41,8.5,159,0.2,2015,3,127.2
55466,3/17/2015,Germany,2160,GER2,Female,8,38-39,6,199,0.1,2015,3,179.1
55466,3/17/2015,Germany,2199,GER2,Female,9,39-40,7,189,0.5,2015,3,94.5
55467,3/17/2015,Germany,2236,GER1,Male,11.5,44-45,11,169,0,2015,3,169
55468,3/17/2015,United Kingdom,2188,UK4,Male,10.5,43-44,10,189,0,2015,3,189
55469,3/17/2015,Germany,2193,GER1,Male,9,42,8.5,199,0.2,2015,3,159.2
55470,3/18/2015,Germany,2176,GER1,Male,8,41,7.5,139,0,2015,3,139
55471,3/18/2015,United States,2210,US15,Female,9,39-40,7,189,0,2015,3,189
55472,3/18/2015,Germany,2218,GER3,Female,8.5,39,6.5,159,0.3,2015,3,111.3
55473,3/18/2015,Canada,2217,CAN3,Female,9,39-40,7,199,0.5,2015,3,99.5
55474,3/18/2015,United States,2242,US14,Female,8,38-39,6,189,0,2015,3,189
55475,3/18/2015,Germany,2224,GER2,Female,7,37-38,5,169,0.1,2015,3,152.1
55475,3/18/2015,Germany,2189,GER2,Male,11,44,10.5,179,0,2015,3,179
55476,3/18/2015,Canada,2150,CAN2,Male,9,42,8.5,139,0,2015,3,139
55477,3/18/2015,Germany,2215,GER2,Male,10,43,9.5,179,0,2015,3,179
55478,3/18/2015,United States,2189,US14,Male,10.5,43-44,10,199,0.1,2015,3,179.1
55479,3/18/2015,United Kingdom,2225,UK1,Male,10.5,43-44,10,159,0.2,2015,3,127.2
55480,3/18/2015,Canada,2241,CAN6,Male,9,42,8.5,199,0,2015,3,199
55481,3/18/2015,United Kingdom,2188,UK3,Female,7.5,38,5.5,189,0.1,2015,3,170.1
55482,3/18/2015,Germany,2231,GER1,Female,9.5,40,7.5,199,0,2015,3,199
55483,3/18/2015,United States,2191,US10,Female,8,38-39,6,199,0.5,2015,3,99.5
55484,3/19/2015,United States,2177,US8,Male,10,43,9.5,129,0.5,2015,3,64.5
55485,3/19/2015,United States,2223,US15,Male,9.5,42-43,9,149,0,2015,3,149
55486,3/19/2015,United States,2220,US14,Female,8,38-39,6,179,0,2015,3,179
55486,3/19/2015,United States,2201,US14,Male,9.5,42-43,9,199,0.1,2015,3,179.1
55486,3/19/2015,United States,2148,US14,Male,9,42,8.5,139,0.1,2015,3,125.1
55486,3/19/2015,United States,2183,US14,Male,13,46,12.5,139,0.3,2015,3,97.3
55487,3/19/2015,Canada,2168,CAN7,Male,10,43,9.5,139,0,2015,3,139
55488,3/19/2015,United Kingdom,2205,UK3,Male,9.5,42-43,9,199,0.2,2015,3,159.2
55489,3/19/2015,United Kingdom,2233,UK1,Female,7.5,38,5.5,129,0.5,2015,3,64.5
55490,3/19/2015,United States,2236,US12,Male,10.5,43-44,10,149,0,2015,3,149
55491,3/19/2015,Germany,2188,GER1,Female,9.5,40,7.5,189,0,2015,3,189
55492,3/20/2015,United States,2226,US6,Male,10.5,43-44,10,199,0.3,2015,3,139.3
55493,3/20/2015,Canada,2155,CAN1,Male,9,42,8.5,159,0,2015,3,159
55494,3/20/2015,Canada,2196,CAN1,Male,11,44,10.5,159,0,2015,3,159
55495,3/20/2015,Germany,2225,GER2,Male,9.5,42-43,9,149,0,2015,3,149
55496,3/21/2015,United States,2226,US6,Male,10.5,43-44,10,199,0.3,2015,3,139.3
55497,3/21/2015,United States,2163,US14,Female,6.5,37,4.5,199,0.5,2015,3,99.5
55498,3/21/2015,Canada,2184,CAN1,Male,9.5,42-43,9,159,0,2015,3,159
55499,3/21/2015,United Kingdom,2231,UK3,Female,8.5,39,6.5,169,0,2015,3,169
55500,3/21/2015,United States,2236,US8,Male,8.5,41-42,8,169,0,2015,3,169
55501,3/21/2015,Canada,2185,CAN5,Male,8.5,41-42,8,169,0,2015,3,169
55502,3/21/2015,United States,2181,US12,Male,8,41,7.5,139,0.3,2015,3,97.3
55503,3/21/2015,United States,2166,US15,Female,8,38-39,6,179,0,2015,3,179
55504,3/22/2015,United Kingdom,2205,UK3,Male,9.5,42-43,9,199,0.2,2015,3,159.2
55505,3/22/2015,United Kingdom,2238,UK4,Male,7,40,6.5,179,0.3,2015,3,125.3
55506,3/22/2015,Germany,2203,GER2,Male,11.5,44-45,11,139,0,2015,3,139
55507,3/22/2015,Canada,2203,CAN6,Female,9.5,40,7.5,169,0,2015,3,169
55508,3/22/2015,United States,2226,US13,Male,9.5,42-43,9,149,0.2,2015,3,119.2
55509,3/22/2015,Germany,2203,GER2,Male,11,44,10.5,159,0,2015,3,159
55510,3/22/2015,United States,2149,US11,Male,9.5,42-43,9,149,0.1,2015,3,134.1
55510,3/22/2015,United States,2172,US1,Male,11,44,10.5,139,0,2015,3,139
55511,3/22/2015,Germany,2154,GER1,Female,8,38-39,6,179,0.3,2015,3,125.3
55511,3/22/2015,Germany,2211,GER2,Male,10.5,43-44,10,179,0.5,2015,3,89.5
55512,3/22/2015,United Kingdom,2231,UK3,Female,8.5,39,6.5,169,0,2015,3,169
55513,3/22/2015,United States,2236,US12,Male,10.5,43-44,10,149,0,2015,3,149
55514,3/22/2015,Canada,2222,CAN1,Female,10.5,41,8.5,199,0,2015,3,199
55515,3/22/2015,United States,2227,US7,Female,8,38-39,6,149,0,2015,3,149
55516,3/22/2015,Germany,2158,GER3,Male,9.5,42-43,9,139,0.5,2015,3,69.5
55517,3/22/2015,United States,2198,US15,Female,8,38-39,6,129,0,2015,3,129
55518,3/23/2015,Germany,2193,GER1,Male,9,42,8.5,199,0.2,2015,3,159.2
55519,3/23/2015,United States,2208,US10,Female,8,38-39,6,129,0,2015,3,129
55520,3/23/2015,Germany,2211,GER1,Male,10,43,9.5,139,0,2015,3,139
55521,3/23/2015,Canada,2184,CAN1,Male,9.5,42-43,9,159,0,2015,3,159
55522,3/23/2015,Germany,2206,GER1,Male,10.5,43-44,10,139,0.3,2015,3,97.3
55523,3/23/2015,United States,2173,US9,Male,7.5,40-41,7,129,0,2015,3,129
55524,3/23/2015,United States,2168,US14,Female,7.5,38,5.5,189,0.1,2015,3,170.1
55525,3/23/2015,United States,2176,US5,Female,8,38-39,6,129,0,2015,3,129
55526,3/23/2015,Germany,2206,GER2,Female,8.5,39,6.5,139,0.3,2015,3,97.3
55527,3/23/2015,Germany,2201,GER2,Male,11,44,10.5,169,0.1,2015,3,152.1
55528,3/24/2015,Germany,2203,GER2,Male,11,44,10.5,159,0,2015,3,159
55529,3/24/2015,Germany,2203,GER2,Male,11.5,44-45,11,139,0,2015,3,139
55530,3/24/2015,United States,2221,US12,Male,9.5,42-43,9,199,0,2015,3,199
55531,3/24/2015,Canada,2220,CAN1,Male,8,41,7.5,169,0,2015,3,169
55532,3/24/2015,Germany,2236,GER1,Male,11.5,44-45,11,169,0,2015,3,169
55533,3/24/2015,United States,2226,US13,Male,9.5,42-43,9,149,0.2,2015,3,119.2
55534,3/24/2015,Canada,2166,CAN6,Female,10.5,41,8.5,129,0.5,2015,3,64.5
55535,3/24/2015,Germany,2148,GER2,Male,8,41,7.5,149,0,2015,3,149
55536,3/24/2015,United States,2207,US1,Female,8,38-39,6,199,0.1,2015,3,179.1
55537,3/24/2015,United States,2214,US13,Female,7.5,38,5.5,179,0,2015,3,179
55538,3/24/2015,United States,2189,US5,Female,8,38-39,6,139,0,2015,3,139
55538,3/24/2015,United States,2173,US15,Female,7.5,38,5.5,159,0.5,2015,3,79.5
55539,3/24/2015,Germany,2185,GER2,Male,6.5,39,6,199,0.2,2015,3,159.2
55540,3/24/2015,Canada,2169,CAN3,Female,8,38-39,6,169,0.3,2015,3,118.3
55541,3/25/2015,Germany,2211,GER1,Male,10,43,9.5,139,0,2015,3,139
